gender,tweet
female,@iampoojabalaji The day after his wedding anniversary... Sucks to suck
female,When you're 20 mins early to an advising appointment but the bitch before you goes over by 10 mins_
female,https://t.co/EROGWToizO Sissys wife loved the l Choosing Lingerie  A Very Important Role For Sissy https://t.co/sRf506OsHy
female,"If ion work one job , I work the other ."
female,Lrt me at work allllllllllllllll the time!!!!!
female,"Flexible Diet Plan: Revealed for the first time, secret methods for losing weight, without having to give up_ https://t.co/yGQYYVCYKi"
female,Would The Affair Be Easier To Watch If The Kids Werent Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/o6jpVaUFdz
female,"NBD, This Comet Is Spewing Gallons of Wine In Space: Scientists have discovered that the comet Lovejoy is spew... https://t.co/42Fa4wwoA1"
female,#VivienLeigh Gone With The Wind Clark Gable Vivien Leigh #Photo https://t.co/yVO2B34jrw #Film #Actress
female,good seeing you tonight @Caspar_Lee _ enjoy the film xx
female,Photo: The Fellowship of the Ring: Book One in the Lord of the Rings_: https://t.co/4A1v5WdDd4 https://t.co/Hyosq3fr5e
female,"The world(esp EqAnon island)needs more people like @EQcompliments, @HorseShowTutor, @StudioOnWhitney, @DejavuEq &amp; @AthleticEq #AmazingLadies"
female,"No matter the results, words can't express how proud I am of @csunfasa! All the dedication these new &amp; old members gave left me speechless!"
female,Hello from the... Nah
female,@EVINELive yep just had to wait until the next day
female,@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3
female,"@justinbieber  Too much swag the Acoustic version. you are too cool, kept silent makes me laughter has the end with vibratos lol __"
female,Listen to @johnmdonnelly discussing his exclusive reporting on potentially fatal flaws in #F35 ejector seat https://t.co/rZ1BEKbY6P @CQnow
female,@BarCampPhilly @FlipperPA Yes! Would love to throw in the hat in for a couple local folks over at @iQmediacorp. Happy to arrange a meet.
female,Finally realized I'll never get the answers I want
female,"Starbucks Mobile Ordering Comes to the UK - Mobile Marketing https://t.co/YeCugANJLy
#emarketingmkt412"
female,"#Earth teach me quiet ~
.
.
.
as the grasses are still with new light."
female,Take me back to the time when your clothes took up my drawers
female,"@ell_morton i just face timed him like 5 mins ago and they're @ the airport in Dallas, getting a plane in 2 hours. They're okay __"
female,The woes_____ https://t.co/CXWHx6DTgW
female,Too excited to spend my Halloween night in the PIT with @sigmonmakenzie &amp; @ChrisYoungMusic ____
female,1 amazing follower in the last week and there will be more tomorrow. Growing with https://t.co/MIjN2Phyly
female,#VoteOneDirection @onedirection #AMAs Artist Of The Year  https://t.co/pnDV9MyCVY
female,Alysha is half mom and half worlds greatest friend of the group
female,The #fate of Europes net neutrality will be decided tomorrow https://t.co/zgqa8d49qX https://t.co/5Qk8zDNPQq
female,got the job _
female,"I just bought tickets for Post War Glamour Girls  at The Cookie, Leicester from https://t.co/BP7THGHF37! https://t.co/efU07V6cN3 via @ents24"
female,"@crowmatriarchy @suzuyin @breadfuck The likeness of your face is purely disgusting. I mean, honestly. Look at yourself in the mirror for mor"
female,The Role of the Hippocampus in Long-term Memory https://t.co/SRCXtbYrMC
female,"#ArtistOfTheYear @onedirection #AMAs

From all the four albums we heard MM is my fav but it could be changed rly fast when I hear the fift"
female,"@tombertram91 NO WAY! You're going to be the opening act, aren't you?!"
female,Photo: The chronicles of Emerland. Solitaire. Games Adventure Mac App ***** $4. _: https://t.co/xCJnfYaPvw https://t.co/jRlgh3fNSg
female,Coming in here with the worst attitude while I'm trying to help them _
female,also where are all of steven's interviews? emily did about 7 million after beth died &amp; so did all the other actors afterwards so
female,@bethneilson12 happy birthday Beth!! Hope you had the best day ____
female,This is still the sweetest thing ever to me. And you two made my night. https://t.co/Nms52Uverj
female,@SavageJaspy I like the purple but you seem more of a green person?
female,at a kid's party and we were the ones getting fun out of the balloons. we can never take any_ https://t.co/0mtdf9CmGr
female,"Now , you re already have the one . Appreciate him as well ."
female,Congrats!!! Enjoy the GC and new phone!!! @thedomesticexec @dmthoma #TreatYourFamily
female,@RIGHTWERK @musicnews_facts isn't she the one that hated on a dude for wearing a suit
female,Remember when esteban was calling the dead but got put on hold https://t.co/XJ1Tjd8d5z
female,Do americans find it weird to eat fries with mayo cos we do it all the time
female,When u find out ur advisor put u in all the wrong classes this semester so ur a year behind _
female,I'm loving the harrypotter Sky channel _
female,Last week a teacher said that going to an HBCU doesn't give you an accurate perception of what the world is like and I'm still not over it
female,ican turn from side to side in this damn bed w/o havin to sit all the way up!
female,@mdeedoubleyou the fact that I miss you so much makes me want to cry. I'm dropping out just so I can move to Cali.
female,Holiday Candy Course: Learn the art of gourmet candy making and make gourmet chocolates in your own kitchen! https://t.co/j1BKKeIqBA
female,Starting to like the new Conner family a little #CoronationStreet
female,Thats the way you drop em - #BigTits #Boobs #Tits - https://t.co/Wv3mjvXxd2 https://t.co/H8p2ExMWqX
female,When I'm working out&amp;I'm so exhausted I feel like breaking down any sec listening to Hall Of Fame always gives me the kick I need to go on___
female,"#Mens #Shirt #BreakingBad WALT ""I AM THE DANGER WHITE #Tshirt SIZE: MEDIUM **NEW** https://t.co/Ds5Zl3iODk #Bestseller #Auction"
female,Literally looking up old songs for the rest of the day
female,@KAtheIntellect easy af that you left the pencil huh lol
female,"@scotthoying ""WE COULD BE KINGS OF THE WORLD"" ______"
female,"hi @Harry_Styles ,thank you for being
so nice. you're my fave art but even
the best artist couldn't draw you  .
follow me, please? 79,605"
female,I want the new and old...I want the F5...i want a rehaul...I want what Vanneka wants
female,Wondering how to grow on twitter? I gained 107 followers in the past week. This is the app: https://t.co/eUCGj9sjxk
female,Photo: Elite Squad: The Enemy Within - Jos Padilha | Action &amp; Adventure |490521733: Elite Squad 2 is a... https://t.co/hajijeG0OJ
female,I just finished htgawm and so much was revealed in the last 3 minutes I think dying
female,Review: Notorious RBG: The Life and Times of Ruth Bader Ginsburg https://t.co/0bE9eXEs0R
female,Leonardo DaVinci~ Just as iron rusts from disuse even so does inaction spoil the intellect.
female,Photo: The Future of the Internet - Stanford Continuing Studies Program | Computer Science |384229952: The... https://t.co/ob6PlWD3du
female,Photo: Persian Circle - The University of Chicago | Middle Eastern Studies |391212381: Persian Circle The... https://t.co/TSBvgrT7eP
female,1 new tweep followed me in the last day. I find relevant people to follow with the #CopyFollowers feature of https://t.co/wtKUZZJHZ0
female,@DWTS360 interesting. Thanks for the read. _  https://t.co/Uw9VNuzw91
female,Put away for the plain style in order to the greenpoison: afnxWKG
female,Photo: #raabs-an-der-thaya Holiday in the Waldviertel raabs-an-der-thaya Raabs an der _:... https://t.co/b7p6zbmh1P
female,For the best vpn exponent in order to yours crew wants: OcQGIh
female,Get in the outdo c preliminaries turn on so as to yours needs: Stpikn
female,@Sheeb_ @moni_2698 PEEP ME IN THE BACK
female,You'll pull back when a man says our out of line but when the woman your dissing does you don't care :-/
female,Happy Happy Happy belated Birthday to the one and only #DirtyDonnieDamnit Kristian Bruun!!! @thebruun_ https://t.co/53iDwuehee
female,@4allthingsnice I was actually going to make a calendar from all the cat pics I had from my time in Greece. I had so many. :) #travelpics
female,https://t.co/qidHIp7tZl One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/AlTtzU5iTV
female,The revelation re the mp3 pugilist yet whichever in order to attend since continuity buy conjoint:: mbcQOVo
female,@MosDef____ @FamousAss_Cj go to the one in Clinton.
female,"Photo: The News from Lake Wobegon from a Prairie Home Companion, August 28, 2010 - Garrison Keillor | _:... https://t.co/ZFMmFx0SX6"
female,@kjinwoos tru but tbh they all left for pretty much the same reason so ppl should either be against all of them or with all of them like ???
female,The Most Likely Next President Is Hillary Clinton https://t.co/nozHcHFmZy
female,Photo: The Case for Christ - Lee Strobel | Christianity |387706792: The Case for Christ Lee Strobel Genre:... https://t.co/N6uegh0ENm
female,https://t.co/hgPOlLvMFQ One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/2erxlC1Ubw
female,This would be the day that a permanent Valencia filter on my face would come in handy... __ yiza #nosleep
female,Just agree on custody for the real dad and leave the kids alone for now. He hasn't been clean long enough. #DrPhil  #CustodyDrama
female,Cant wait for Wednesdays game
female,Photo: Hover Disc 2 - The Essential Multiplayer Game Games Family iPad App ***** $0. _:... https://t.co/piTapsTzbj
female,"Why do colour dying adverts always have young women in it saying ""see no grey hairs""

Who the hell has grey hairs at that age anyways !"
female,"If you don't ask or try, the answer will always be no."
female,What I would have given to been in the underground club scene in the 90s
female,Girl of the month _ https://t.co/pF6nQgvq1Z
female,Tvs scooty quintessential featured the two wheeler: jpTsx
female,"I wish the real world, would just stop hassling me."
female,Fall is just across the street. __ https://t.co/CALsfk3RNL
female,TOTAL FAIL! The Funniest People at Walmart https://t.co/vEz50al3V8 https://t.co/KqdI1u8WEI
female,"""should only be disseminated where the express consent of all the parties involved has been obtained."""
female,Yeah work is not the move_
female,What if there was a winter version of the yamaka
female,@KatLouvain eternally grateful for the woo woos and missing my grubby puffle :(
female,Lauren Holiday retiring is going to hit me the most when they play the next game and she's not in the starting line up _
female,No one wins in the misery Olympics @lvanderkam on tips from highly successful women. #3PercentConf
female,sometimes to get away from my family i just sit on the loo for four hours straight
female,This company wants to sponsor me and I've been putting them on hold with the promo work.  NOT because I don't like them I'm just busy rn
female,"How inflict cbse schools modern kolkata, noida and kochi, staff the relocating parents: eyB https://t.co/K4s00WiNUH"
female,@JustMalcom M I need the herb_
female,There isn't ever enough time in the day for all of the homework they give you _
female,@The_Ambassador_ you can't miss me lol https://t.co/6VYTOIv12c
female,@MIRACLECHARLIE Take those bags of candy and stick them in the freezer.  It will take you much longer to eat them.
female,Business and my own boss 365 days in a year what a difference it makes we all get the same 24hr what are you doing with yours?
female,The cookies look amazing _
female,"Why don't all seventeen year old boys look like this, is the real question.  https://t.co/kyTkXOx5dI"
female,https://t.co/EROGWTFTYo Sissys on the job train Sissy Secretary https://t.co/yRn2SPStrY
female,Some guy who looks like Milton from Office Space just walked through the office. I couldn't control my laughter.
female,@httph94 started from the bottom ___ known you for 13 years __
female,@BestCoast what size is the one you're wearing? I'm trying to figure the right size for me.
female,I love the man God blessed me with to call daddy because he's the best father and husband to my mom
female,Eminem Brought Moms Spaghetti Back For This Strange Basketball Commercial: Eminem helps the Detroit Pistons... https://t.co/6CRCb3RCuX
female,@LPNorthover @Aurum_Boss @LibDems we will at a point remember with fondness the liberal impact on Tory measures
female,That's really all the explanation I need .
female,The worst thing about liking someone is having to read their horoscope too
female,"@Eggelletion With all due respect, Sir. Puerto Rico is part of the US -- albeit, not willingly -- but, PR people are US citizens(!)"
female,Meacher's motion to delay has been voted through 307 -277 the contents have it.
female,"Check out the largest pink diamond to ever be auctioned, price tag starts at 15m https://t.co/Dr5VcvEZv0"
female,The only nudes he'll be getting are the colour schemes for my art
female,"The odds of you being born: the exact time, place, to your specific parents, your DNA structure etc., is 1 in 4 trillion.
You're lucky. ___"
female,@CuestionMarque Don't forget billions in subsidies given 2 wealthy farmers. At the same time slashing benefits 4 starving children.
female,Seems like the closer I get to flying home it gets further away_ mannnnn
female,35 hunned for the coat
female,"@StrifeChaosPain The way of the nugget. If your a nugget, can I eat you?"
female,all the bs in my life i should be writing down!
female,Always let the people who got to the bus stop before you get on first
female,The counselor is in ___ God is good. Dream job https://t.co/mICKo1rVgv
female,Top 5 Independent #Watches Of The Year https://t.co/a0zHPR7Yaa https://t.co/nWON61Cioe
female,@evey_gallardo youre pushing away the ones who actually gave a shit about you. I'll stop though don't even gotta trip but hey I'll be around
female,"Ride the pipe like a bike, make sure you going the distance ____"
female,Can't Fight The MoonLight With Lyrics https://t.co/rix04Ss2ky
female,"@WEvansMusic @trevorhallmusic Loved having you and @trevorhallmusic in Columbia, Mo.  Soulful evening @the_blue_note, indeed.  Happy trails!"
female,So hard to convince someone to watch hollyoaks when the acting is as bad as tonight _
female,#longevity #secrets from around the globe https://t.co/IKkYPZn1hK
female,The Manobos of Mindanao by John M. Garvan https://t.co/UmEiApOX7H https://t.co/HcSoHcyO0Z
female,The House of Lords has voted to delay the cuts to #taxcredits
female,i'm super sensitive over the internet              if you call me silly via MSN i will die etc
female,The Digital Entrepreneur: The dream of building a business around digital products and services is as old as t... https://t.co/MOPQRr2CPb
female,The best picture Ive ever took. #OTRAbirmingham3 #OTRA @onedirection https://t.co/xOBnhWw0pW
female,out of all the jackasses in the world I chose you. have an amazing day babe @TroyStickITin48. love black bird _ https://t.co/tB2FbujqBc
female,lol time warner cable is literally the worst
female,Sometimes the wrong things lead us to the right places
female,"@Z100NewYork please let me attend the future now vip party tonight i love demi and nick #Z100FutureNow
___________ x123"
female,"@Natalia_Lach oh I know, it's not the first time that I drink it ;) I'm just out of most of my reserve bottles of alcohol :P :D"
female,people at my school believe anything they hear which kills me the most _
female,the honeymoon tour was a massive success..proud proud proud
female,Dead States: Remnant #Teen friends survive the future. #SHTF #TEOTWAWKI #survival #IARTG #SNRTG https://t.co/yAR6GTpdM8
female,#Lifestyle The line-up was officially announced on 18 December 2012.
female,https://t.co/EROGWTFTYo Sissy attendants preparing the Attendants https://t.co/dF0OexpbiA
female,"Sometimes someone will ask how I've lost even more weight lately, and I'm always torn between lying to them and telling the truth."
female,The history of the HMMWV (Humvee) has ties with Jeep. #Watches
female,lmao this is fucking hilarious.. where is the popcorn
female,The second reading was okay could've been better but some people said that it wouldn't be enough time for the teacher....
female,"it feels like winter in the mornings, summer in the middle of the day, and fall at night.. so how tf am i supposed to dress"
female,THE MOONLIGHT ERA STARTS IN 4 DAYS #4DaysTilFocus https://t.co/y9EimyHL4w
female,@Ashton5SOS don't pretend like it's not the best thing to happen to you
female,the thunder was so hectic last night - shook my house soooo much
female,It's week 2 of Round 4 of the #21dfx for me! I am happy to say I have lost another 2.5 inches for a_ https://t.co/6GJJWQqURZ
female,Is Julian apologizing tomorrow for the New Years sex? LOL
female,Tom Brady again makes the exceptional seem routine in Patriots victory over Jets: (If you want to tell me it... https://t.co/ViEQ1wF3hd
female,I'm not rockin with the spiders that decide to make their webs and hang right by my garage keypad
female,Victory over the Darkness: Realizing the Power of Your Identity in Christ by An https://t.co/5EvaXlsUfI https://t.co/PI0OiAowa4
female,NEW BLOG POST featuring @ShowOffDolls @campdelcorazon #ElixirShow @romacostume https://t.co/jsgulqQB7Q
female,"Photo https://t.co/E3JAMbr7UM for the best busty boobs click here or on image#bustyfriends bignaturals, bigtits, b_ https://t.co/LM2yfsRLHu"
female,1 tweep followed me in the past day. Feels great! Do you also want to feel awesome? Check out https://t.co/qpXTR1gDLk
female,Stevia in the Raw as low as $4.29 at Kroger! via Kroger Krazy - We have a new coupon that can be ... https://t.co/zUucOqsfeo
female,I have the best bf _
female,"Forget unfollowers, I believe in growing. 1 new follower in the last day! Stats via https://t.co/lnDLNDzBg8"
female,"I was doing 90 on the Northern State at 4AM.

 I just lied and said I left everything at home. Idk how that shit worked."
female,The only A I have right now is in Drawing 1
female,Just wanna go to the Chicago Aquarium. Is that too much to ask?
female,"""Your never at home on the weekends"" IM ALWAYS AT MY HOUSE wym"
female,This guy literally just ran in front of me to hold the door open for me like wow thank you kind human
female,@PandaPSU You need guys who have skill &amp; contribute offensively. I'm not saying hits or being isn't needed. But the game is changing...
female,@ShepNewsTeam why do you always give find the most redneck peeps to interview in SC /NC. We do have very intelligent people! Interview them.
female,Young People Hold the Key to Mobilizing Climate Action. SUPPORT THEM! We left this damn MESS! https://t.co/pZZXbmONiZ
female,These are the dumbest relationship goals ever  https://t.co/4S7ITcRbah
female,No. I hate being on the phone. That's all.
female,What is the craziest thing you've done in public?  Oh you don't wanna know. https://t.co/eYGEcXs5Zu
female,The world can pull you down with all its gravity...
female,"""did you smell him?"" allie asked creepily after the waiter filled my water glass"
female,why the hell do i have to get information about my schools lockdown through the news?? Wtf.
female,"and stop saying ur the person being called when ur not, u dick. i hate ignorant ppl"
female,I understand people who are mentally ill are more likely to be victims than perps. I also know the amount of abuse they endured in asylums.
female,"Hey brad, hope you smash the show tonight!! Can't wait to see you and the boys on tour next year!! Ily
@TheVampsBrad
Please follow me
X33"
female,@namaikilips @maiyanee He can't do that or else his mom will kick him out of the house
female,@Cofe6370 @BIGJAMES_2 @MeeMichie @mestasenesta @Imdatchick1985 I dont know why these women agree to 3some in the first place! #Stupid
female,"I drove on the bridge, I swear it's the longest bridge ever lol.  https://t.co/bBsPSCoUkL"
female,This #musictech panel looks amaaaazing.  Heavy hitters across the board w/ @Flipagram @Fender @MACHINESHOPCO https://t.co/yOuwa6OnMc
female,@rayascoop at the #SPECTREpremiere https://t.co/yfxgwOXSPo
female,Lowkey have the juice right now __
female,@JDSussman Men's Journal. I'll tweet the link
female,Love what the rain does to my hair _
female,Holy shit...Naomie Harris at the #bondpremiere _
female,"Mystified, just spinning 'round in circles, drowning in the silent screaming with nothing left to say. #HadEnough #Lifehouse"
female,"Now that I think of it, when I was 9 I DEFINITELY got caught in the middle of giving myself a haircut."
female,I HATE THE WALKING DEAD NO I DON'T BELIEVE HE IS DEAD
female,The woman on @theweeknd's Angel sounds similar @halsey and now I'm eagerly awaiting a collab between those two ___
female,Local version of #insideout playing the TIG theme to retell a story of local codebreakers _
female,It's heartbreaking to know the one you love no longer loves you
female,"To the Marines @ the mall that made me smile &amp; laugh today, thank you"
female,"Listening to the same songs I used to listen to 2 years ago, but the only difference is that listening to them now, I understand the lyrics"
female,"@hestiahdruid it was on the news back in 2010 or 2011, some AIDS/FIV research_ :)

https://t.co/PB9GJP4FWN"
female,Waiting to be checked in at one of the most luxurious hotel in Abu Dhabi__ #happyanniversary #top1_ https://t.co/GG8gpDQdvz
female,Idk the doctor was like wth let me check your height____RT @baddie_pee: @MsCoMpliCaTeDTK but y u thought u was that tall? ___
female,Word of the day: #Favor
female,"Bah-ZOOMS https://t.co/ktbJkbzBaP for the best busty boobs click here or on image#bustyfriends bignaturals, bigtit_ https://t.co/niF1IErVIs"
female,15 Times People Use Selfie Sticks the Wrong Way https://t.co/Hq0K02HspP
female,The Weeknd -Wicked games___
female,Seem like the only move worth making
female,@alphy_alphine Moose Jaw is one of the cheaper cities. I'm living in Regina and it's 1500 a month plus utilities. And it's in the new area!
female,"Emanuel thinks I'm sad today, he talking about ""you still sad about the walking dead"" __ I am but still"
female,I pity the girls who are still stuck in high school
female,Untranslatable Love Words from Around the World https://t.co/r1B32bWrqK
female,"""Lovin The Vibes On Our Personal Tour Of Jungle Cat World!"" #Gratitude #Love #Animals https://t.co/Crez2exU3u"
female,"Okay, so since it's the new quarter, I think i'm gonna deactivate my twitter until thanksgiving break. If you wanna talk to me ask for my #"
female,LOST GIRL - The Making of an Episode: Hair and Make-Up https://t.co/uUDqyWDhh2 via @YouTube
female,In the worst mood ever :)
female,"Me:I've always wanted my name to be desirae
Samaria:I'll call you desirae if you call me sunshine star
     What the ... _"
female,I just won another point by playing the SuperLucky Button on Superpoints! https://t.co/TAhQ6E7Glp
female,Ima just stay out the way ___
female,I took so many selfies this weekend it'll take ages to post them all! Let's start with the German_ https://t.co/U6OVthw34k
female,Check out Original art manga anime blonde girl poster wall art home decor Made in the USA #Asian https://t.co/UEMMbQXGbY via @eBay
female,Doods are public universities in the US completely for free? Or do you have to pay for something?
female,I've witnessed a wedding in the Winn-Dixie parking lot but this... This is Alabama. https://t.co/oSfbtQqgei
female,@laurenfennis @GoldxXxDust not as much for the vocals as for the production
female,Going to get some #weed and probably hit the strip club @BigBootyMoms @CulonasPutas @JuxcallmeDash @Active_Dick __ https://t.co/TKa927DOlW
female,Stop talking about how busy you are - no one wins in the misery Olympics @lvanderkam #3percentconf
female,@HIIIIjac @kbombdotcom we come out of the room still drunk trying to figure out what day it is... there's Kristina in the window. __
female,@KaylaEssence the yogurt section?_
female,@mdaisey The fish don't look at each other.
female,"Impossible to capture the beauty of the full moon.
Everything that was_ https://t.co/LTvKRSawiz"
female,SORRY TKU 4 the RTs! @Monica_Most @carmenthespy @jlumo @WindsorDw @SavetheDolphin1 @ADVAITA777 WILD ORCAS https://t.co/Ry5vuYxWO5 ~@Orcazine
female,@MsAnitaGanja Tickets for the NY show go on sale to the reg public the 30th ... it's on ticketmaster
female,"""Ugly barbie"" literally the best thing I've heard all week__"
female,"Monkeys With Smaller Testicles Scream Louder to Compensate, Study Finds: The Beauty of Science! #NowWeKnow https://t.co/uAhaNVDX6X"
female,The title of the party says it all. Miss my lob crew!  https://t.co/1EEeUdnHnj
female,i feel the tears going down my checks im trying so hard not to think of what the doctors keep saying but its hard
female,Time to take my anger out on the gym____
female,Quality FUBU THE COLLECTION Mens Shirt Side Vents Check Print 100% Cotton  XXXL https://t.co/VkdHTx1Li4 https://t.co/66guEYikS4
female,I only have one question: Have you been asleep all through the concert and made that all up or were you on drugs? https://t.co/MtnWMRAsbJ
female,"Stark in the streets, Dothraki in the sheets."
female,"We have friends coming to stay this week, so we've cracked open the Halloween decs. Although Oscar_ https://t.co/Rk50Mgs6Pu"
female,"Noah's sister just called him a ""fucking brat"" because she's the best. #TheAffair"
female,Have you been following the Imperfect  Mom Confessionals? Love this from @yourVibrantFamily &amp; @busybeingblessed https://t.co/JXgXl5fT5n
female,People say im stupid for what i do but im suppose to be on hush when yall do the same shit. Fuck no
female,"@MelosMuse I was just about to say that my stomach is not sensitive, but the bug I had this weekend is making me look at everything sideways"
female,Look of the Day Pastel Colours https://t.co/i8NQ9d4goK on @bloglovin
female,@LukeIsNotSexy I WISH YOU WOULD NOTICE ME BC I KNOW YOU AND WE WENT TO THE SAME PRIMARY SCHOOL AND ITS SO EXCITING IM CRYING
female,What the actual fuck is this  https://t.co/Wb8DIH9kVS
female,"A sabre-tooth tiger by Daniel, age 5 and a half. Inspired by our trip to the Natural History Museum,_ https://t.co/hYhYNQiYLX"
female,The boys manners came out letting girls get food first
female,Generate Leads with The New Twitter App. https://t.co/BU8o7kjAgc #homebusinessentrepreneur #workfromhome #mlm https://t.co/Bk4avStRY9
female,"@mgsisk This should be on their about page. The whole question, that's it."
female,doctors think you got all the time in the world to sit in a small dry ass room
female,"@morggray I know like srsly what??? One day the special was ""Mile high meat loaf sandwiches"" wtf is that"
female,@PG_ESAM what's his best air move? Is it reliable against characters with good air game? I get juggled in the air way too much.
female,Just whipped up the fye blackened fish salad __
female,This wan an improvement from all the other roasting videos https://t.co/PtI1NVcMdF
female,Shannon better hop the fuck up out those feelings.
female,"EVERYDAYDAYILOVEYOU Forevermore
Weep with the heroines desperation.

#PushAwardsLizQuens"
female,"EVERYDAYDAYILOVEYOU Forevermore
Weep with the heroines desperation.

#PushAwardsLizQuens"
female,"@TeganRich The only thing that makes us the same is the subscription sampling, we can't be any more different. We do not focus on retail"
female,the fucking ignorance of people at school actually makes me sick https://t.co/5DqRK2vASW
female,Stats for the day have arrived. 2 new followers and NO unfollowers :) via https://t.co/VhlxF1UCcT.
female,When you see the booty__ https://t.co/RQ72SQiMM4
female,Somedays you spend the majority of your day in bed with christmas lights on while attempting homework #atleastishowered
female,@StrigoiBolivar - for the right moment to strike*
female,@broseffdylan ahh well you are associating with the bestie therefore interview __ get excited
female,I've called dinner 3 times and no one has appeared. Wondering whether to disconnect the Wifi or trip all the upstairs sockets...
female,Qmd ir ao rock in rio 2016 para ver the weeknd
female,one day no maintenance will happen and all the stored database information will be sold tadah. i might really try journal now
female,@MaddisonT2376 @JustinDBVoter the lyrics video or the mv I'm not sure but he held your record for the fastest video to reach 1M Likes.
female,"@MaddyDiemer woah we tweeted the same thing, twins"
female,@TMfanSupport what is the presale code for the US Bank Arena Emotional Roadtour?
female,I dont understand how a passport was issued by the Indian Officials for one of the most wanted criminals since 20 years? #ChotaRajan
female,Lunar mana-the polished renewable mastery remedial of realm power: wkYoE
female,The main strength relative to that be a elfdom shopper: KCK
female,I almost got ran over by the valet_
female,If impl.of a compassion strategy becomes about the  we've missed the point #LSBUCiP-this is #hearts&amp;minds @JuneinHE https://t.co/RMfytaDT0y
female,@uhohmamamia I'm coming to see her soon! The next time you have her. AWH. OMG. ___
female,#breaking Renton motorcycle officer hit by a car -- on the way to Harborview in critical condition. @KIRO7Seattle
female,@Irisleah94 just showing everybody the true side of you
female,The leverage in re utilization the transcendently fortunate organ signs manchester: bqA
female,@kiimboog throw the @ Kim
female,Bloody hell I try leave later and I'm still the first one here
female,"Sadelain: what is next? New targets, increased potency, combinatorial therapies and a next gen CAR coming to the clinic next year #TMM15"
female,Also super grateful I've never drawn SU fanart because lord knows the world would be over if I used the wrong skin shades or hair textures
female,"Cherokee syllabary - Wikipedia, the free encyclopedia https://t.co/YpmTp7jJ5S"
female,@withthemoonblog I'm not at the Spectre Premiere either. Just so you know.
female,I have a blister the size of a quarter on the bottom of my foot :)
female,Klaus is gonna be leering at them from across the street kengoku? That's not weird. #TheOriginals
female,The one Spanish class I need is all filled up :')
female,Where the hell is lolisa _
female,Finally getting round to watching the @lesmisofficial 30th Anniversary Finale!!! So excited!!! _ __
female,@unclutching aweeeee well then how in The world did I end up in your following list? _
female,Prepaid mobiles ___ the phoenix decoction on mark down expenses anent prepaid services: cJl
female,@Z100NewYorkIf I got the  #Z100FutureNow chance to hang w/ #DemiLovato &amp; #NickJonas would be amazing!! I love them Both
female,Return a verdict the overwhelm step forward jar for yours preferred curtain near the tunk anent high mortise!: gkQ
female,The amount of money that I am blowing this month .. BRB KILL MYSELF
female,Presenting mastership annual-other self washroom claim macrocosm in point of the benefits pertinent to present-...
female,my ex gave the best morning text or maybe i just got so use to them
female,getting so sick in the bathroom and the girl in the stall beside me is eating carrots or an apple like you're so nasty
